@RELATION Digg_SocialDynamicsBasedFeatures
@ATTRIBUTE digg1  NUMERIC
@ATTRIBUTE digg2  NUMERIC
@ATTRIBUTE digg3  NUMERIC
@ATTRIBUTE upc1  NUMERIC
@ATTRIBUTE upc2  NUMERIC
@ATTRIBUTE upc3  NUMERIC
@ATTRIBUTE tpc1  NUMERIC
@ATTRIBUTE tpc2  NUMERIC
@ATTRIBUTE tpc3  NUMERIC
@ATTRIBUTE authorDiggs  NUMERIC
@ATTRIBUTE authorComments  NUMERIC
@ATTRIBUTE authorFans  NUMERIC
@ATTRIBUTE authorFollows  NUMERIC
@ATTRIBUTE authorSubmissions  NUMERIC
@ATTRIBUTE class NUMERIC
@DATA
9,19,26,5,11,18,0,0,0,41348,6137,3497,446,2269,64
7,12,14,6,12,19,7,14,21,89707,15817,14341,1551,2667,162
5,7,15,4,10,17,0,0,0,76527,214,1784,926,2152,36
15,19,19,6,12,19,0,0,0,95170,8068,4826,657,3630,30
3,7,13,4,11,17,7,14,21,2054,400,286,151,1192,85
8,8,8,4,11,17,0,0,0,2787,0,2,0,1638,13
0,0,9,0,0,6,0,0,0,38871,743,696,515,25958,15
0,0,9,0,0,6,0,0,0,38871,743,696,515,25958,12
0,0,8,0,0,6,0,0,0,38871,743,696,515,25958,14
8,10,13,5,12,18,0,0,0,2969,2253,917,116,595,19
6,11,14,4,11,17,0,0,0,76527,214,1784,926,2152,27
8,13,19,4,11,18,0,0,0,41348,6137,3497,446,2269,44
2,4,7,2,9,15,0,0,0,3046,2389,387,180,337,13
11,15,15,5,12,19,0,0,0,148237,1200,13869,488,3516,63
12,17,17,5,12,18,8,15,21,148237,1200,13869,488,3516,112
0,4,5,0,4,11,0,0,0,6065,6194,485,24,1404,12
13,20,21,5,12,19,8,14,21,74173,3552,3052,155,1800,113
7,12,15,3,10,16,7,14,21,536,17,174,285,212,63
11,14,14,5,12,19,16,28,42,95170,8068,4826,657,3630,93
22,22,23,5,12,19,0,0,0,477,1,114,52,14,24
18,18,18,5,12,19,0,0,0,477,1,114,52,14,66
18,28,33,5,12,18,0,0,0,4458,48,408,161,59,90
16,24,28,5,12,18,7,14,21,4458,48,408,161,59,95
3,9,9,2,8,15,0,0,0,76499,142,4644,391,1088,11
8,12,15,5,12,18,8,14,21,66576,117,3532,225,897,148
7,11,14,5,11,18,7,14,20,477,1,114,52,14,141
25,33,39,6,12,19,0,0,0,148237,1200,13869,488,3516,159
4,4,4,6,12,19,0,0,0,63426,4420,3163,668,4098,11
14,23,35,6,12,19,7,14,20,50172,1079,3179,1219,588,377
4,6,8,3,10,16,0,0,0,3888,281,183,94,467,16
0,0,3,0,0,3,0,0,0,23358,84,753,38,9726,17
4,8,10,4,10,17,0,0,0,63976,1166,11005,257,2056,77
10,17,20,4,11,18,0,0,0,97303,1576,26429,615,20977,147
7,7,7,5,11,17,0,0,0,25900,1404,1003,354,552,24
7,7,7,5,11,17,0,0,0,25900,1404,1003,354,552,16
5,5,5,6,13,19,0,0,0,365,0,0,0,14,15
5,5,5,5,12,18,0,0,0,19,0,0,0,3,14
11,22,25,6,12,19,7,14,21,79247,379,1789,1438,1328,129
4,13,22,5,11,18,7,14,20,1025,6,112,105,611,127
2,7,7,5,11,18,0,0,0,7703,13,395,0,4423,11
2,4,4,4,11,17,0,0,0,528,2,129,132,31,11
2,2,2,6,13,19,0,0,0,25900,1404,1003,354,552,21
6,7,9,6,13,19,0,0,0,68860,1738,2930,340,2761,28
6,7,8,6,13,19,0,0,0,27318,451,877,622,3700,11
9,13,22,5,12,18,14,27,42,89707,15817,14341,1551,2667,110
6,7,7,5,12,18,0,0,0,42823,901,2147,422,2970,20
4,5,5,5,11,17,0,0,0,42823,901,2147,422,2970,16
0,8,14,0,5,11,7,13,20,2360,1,181,30,51,154
2,3,3,5,12,18,0,0,0,8754,6076,434,10,120,13
12,27,36,5,11,18,13,27,41,41348,6137,3497,446,2269,511
13,17,21,2,9,15,0,0,0,93312,496,10075,396,1552,103
18,22,24,5,11,18,0,0,0,325505,14513,20359,311,2148,108
11,16,20,5,11,18,0,0,0,325505,14513,20359,311,2148,84
10,13,14,6,12,18,0,0,0,131406,3128,9039,235,1852,62
3,3,4,4,11,17,0,0,0,620,9,122,0,162,11
15,15,16,5,12,19,0,0,0,1113,29,71,83,821,18
5,6,6,5,12,18,0,0,0,2089,1516,1204,1029,31,11
13,13,14,5,12,18,0,0,0,1113,29,71,83,821,16
2,2,5,2,8,14,0,0,0,15017,477,1654,660,6728,15
3,4,4,5,11,18,0,0,0,34836,1564,2093,312,2843,13
8,14,16,4,10,17,0,0,0,13952,289,2957,224,552,41
22,25,30,6,13,19,0,0,0,50172,1079,3179,1219,588,67
7,11,13,4,11,17,0,0,0,111719,177,4316,683,2355,45
4,6,7,6,13,19,0,0,0,5800,113,1910,121,4090,12
14,24,35,6,12,19,7,14,21,2468,4,233,38,45,263
12,22,35,6,12,19,0,0,0,2468,4,233,38,45,119
6,9,11,5,12,18,7,14,22,97303,1576,26429,615,20977,91
14,22,34,5,12,18,14,28,43,2468,4,233,38,45,139
12,15,17,6,12,19,0,0,0,111719,177,4316,683,2355,65
7,8,8,6,12,19,0,0,0,8308,0,6,0,5039,14
26,44,63,6,13,19,7,13,21,461,0,103,52,14,212
11,12,16,6,13,19,0,0,0,23813,118,3294,1189,306,113
3,6,8,6,12,19,0,0,0,29473,1554,1806,428,4179,129
0,3,3,0,6,12,0,0,0,15017,477,1654,660,6728,14
21,33,43,5,11,18,7,14,21,461,0,103,52,14,141
5,8,9,2,8,15,0,0,0,1765,16,214,155,1182,24
9,11,11,5,11,18,0,0,0,287,0,1,0,7,23
2,3,3,5,11,18,0,0,0,29087,87,2928,831,372,24
0,0,0,0,0,0,0,0,0,542,166,313,569,285,19
7,9,9,5,11,18,0,0,0,97303,1576,26429,615,20977,124
10,10,10,6,13,19,0,0,0,15017,477,1654,660,6728,18
4,4,5,6,12,19,0,0,0,15017,477,1654,660,6728,13
4,8,8,4,10,17,0,0,0,225,30,147,157,95,14
4,4,5,4,11,17,0,0,0,15017,477,1654,660,6728,18
9,14,15,5,12,18,0,0,0,7997,26,568,124,235,124
8,8,8,5,11,18,0,0,0,50172,1079,3179,1219,588,40
0,3,3,0,5,11,0,0,0,370,4,47,5,191,12
11,11,11,6,12,19,0,0,0,1607,0,8,0,506,29
6,6,6,4,10,17,0,0,0,5379,0,4,0,3723,12
4,4,4,4,10,17,0,0,0,5975,138,328,5,3577,11
5,6,6,6,12,19,0,0,0,58,0,40,29,53,11
5,13,13,5,12,18,14,28,54,537,2,129,148,488,218
5,6,6,5,11,18,0,0,0,257,0,1,0,96,11
0,4,7,0,5,12,0,0,0,4,0,1,0,4,33
6,7,7,5,12,18,0,0,0,19407,43,705,397,975,12
6,12,18,5,11,18,29,62,120,13952,289,2957,224,552,309
11,15,18,6,12,18,7,17,32,54741,303,2240,401,2090,128
4,5,6,7,13,19,0,0,0,2788,0,2,0,1639,12
8,8,12,7,13,19,6,19,34,54741,303,2240,401,2090,188
7,7,10,5,11,17,0,0,0,95,27,36,22,24,12
2,2,3,5,11,17,0,0,0,54741,303,2240,401,2090,21
7,7,16,5,11,17,0,0,0,54741,303,2240,401,2090,89
7,9,15,5,11,17,0,0,0,150,9,44,11,144,18
3,3,5,5,11,17,0,0,0,54741,303,2240,401,2090,31
8,8,11,5,11,17,0,0,0,2872,15,797,709,2632,12
8,8,11,5,11,17,0,0,0,2872,15,797,709,2632,12
8,10,18,5,11,17,16,44,74,89,58,15,9,62,194
2,2,2,4,10,15,0,0,0,11771,115,159,39,11159,74
3,3,3,1,7,13,0,0,0,880,0,101,175,235,12
7,8,8,4,10,16,14,29,37,11345,36,1991,1768,125,107
0,2,3,0,4,10,0,0,0,54741,303,2240,401,2090,26
3,7,10,4,10,16,0,0,0,1050,2,225,249,568,14
59,83,103,5,11,16,0,0,0,78,0,11,0,9,103
5,10,18,3,9,15,0,0,0,11771,115,159,39,11159,23
3,3,5,2,8,13,0,0,0,4239,0,407,211,3210,11
2,3,8,5,12,18,0,0,0,28124,349,1763,173,340,14
9,10,11,2,8,13,0,0,0,598,76,55,37,13,14
2,5,16,5,11,17,0,0,0,11553,18,574,44,166,109
4,6,6,6,12,19,0,0,0,2089,1516,1204,1029,31,12
6,7,7,4,11,17,0,0,0,22942,37,3998,522,5453,12
8,10,10,4,11,17,0,0,0,147,22,60,3,92,11
4,15,15,4,10,16,0,0,0,579,1,65,161,475,16
2,7,17,4,10,16,0,0,0,11553,18,574,44,166,97
5,8,8,5,11,18,0,0,0,3489,31,180,64,2124,14
4,7,7,5,11,17,0,0,0,9935,799,1106,104,8659,14
10,15,19,5,11,17,0,0,0,7997,26,569,124,235,71
3,6,6,2,8,15,0,0,0,22942,37,3998,522,5453,52
7,16,20,4,10,16,0,0,0,7997,26,569,124,235,62
4,4,4,4,10,16,0,0,0,1872,12,265,300,710,15
9,13,13,5,11,17,0,0,0,23,0,25,0,19,14
5,6,6,4,11,17,0,0,0,9935,799,1106,104,8659,14
4,8,8,4,10,17,0,0,0,3782,233,202,24,2930,25
9,12,12,2,9,15,0,0,0,227,0,68,30,125,13
0,2,3,0,1,6,0,0,0,3820,1404,272,0,2121,31
4,11,11,3,10,16,0,0,0,451,8,231,19,57,16
0,4,9,0,2,9,30,43,57,2524,39,798,11,2499,95
6,8,8,5,12,18,0,0,0,5379,0,4,0,3723,18
4,4,4,6,12,18,0,0,0,20915,6165,1549,977,5409,16
9,9,9,5,12,17,0,0,0,5565,20,57,1,16,12
7,9,10,5,12,17,0,0,0,581,192,79,120,561,13
6,11,20,3,10,16,7,14,20,138783,711,8161,290,1434,98
5,11,16,6,13,18,0,0,0,7,0,1,0,6,44
5,7,10,6,12,18,7,13,19,20915,6165,1549,977,5409,80
4,9,12,6,12,17,0,0,0,7,0,1,0,6,37
6,6,8,5,11,16,0,0,0,20915,6165,1549,977,5409,11
0,3,4,0,3,9,0,0,0,3782,233,202,24,2930,11
18,23,29,6,13,18,0,0,0,79247,379,1789,1438,1328,83
14,17,17,6,12,18,0,0,0,134,12,40,4,41,18
20,25,29,4,11,16,13,25,39,79247,379,1789,1438,1328,223
11,21,29,5,12,16,7,13,19,329435,6164,18144,459,3633,156
14,33,43,5,11,16,13,26,38,8671,2,594,51,153,154
15,26,36,5,11,16,6,13,19,8671,2,594,51,153,132
8,9,10,3,10,16,0,0,0,257,0,1,0,96,14
10,12,12,2,8,14,0,0,0,102,29,47,92,62,12
11,25,35,5,12,16,14,26,38,7337,3,550,35,151,153
15,25,40,5,11,15,0,0,0,7337,3,550,35,151,87
7,8,8,5,11,15,0,0,0,10909,19,843,958,4552,11
15,24,36,5,11,15,12,26,38,10297,420,2486,585,552,132
5,8,8,5,11,15,0,0,0,47,2,24,5,6,14
18,28,45,5,11,15,12,25,39,115360,124,6579,381,1522,149
10,16,33,6,12,16,0,0,0,76499,142,4644,391,1088,149
8,8,8,6,12,16,0,0,0,472,105,246,683,27,15
10,11,12,5,12,16,0,0,0,27425,2590,531,37,9872,21
11,13,42,5,12,15,0,0,0,2926,138,242,60,1281,119
9,21,24,6,12,16,0,0,0,68696,1593,5126,673,1479,46
12,15,15,5,11,15,0,0,0,201,348,40,3,138,19
2,6,7,5,11,15,0,0,0,1872,12,265,300,710,12
6,15,16,4,11,14,7,13,20,11518,785,879,34,3358,70
5,7,9,3,10,13,0,0,0,1607,0,8,0,506,19
6,10,10,6,12,16,0,0,0,27425,2590,531,37,9872,11
9,15,17,6,12,16,0,0,0,11518,785,879,34,3358,21
2,4,10,2,9,12,0,0,0,19407,43,705,397,975,44
5,13,14,2,8,12,0,0,0,577,39,131,112,298,14
8,16,17,5,12,16,7,13,20,11518,785,879,34,3358,89
4,5,6,5,12,16,0,0,0,2089,1516,1204,1029,31,13
8,8,8,5,11,16,0,0,0,20915,6165,1549,977,5409,11
13,18,20,5,12,16,0,0,0,76527,214,1784,926,2152,29
3,21,37,1,7,11,0,0,0,699,0,90,34,23,108
11,17,23,4,10,15,0,0,0,126,0,152,164,3,49
8,10,14,3,10,14,0,0,0,11518,785,879,34,3358,16
9,10,10,6,12,19,0,0,0,11771,115,159,39,11159,11
8,12,12,5,11,16,0,0,0,25900,1404,1003,354,552,17
8,11,11,5,11,16,0,0,0,25900,1404,1003,354,552,17
8,11,13,4,11,15,0,0,0,11518,785,879,34,3358,24
3,11,11,0,7,10,0,0,0,27425,2590,531,37,9872,15
15,28,31,6,12,19,0,0,0,95170,8068,4826,657,3630,55
2,2,3,1,8,12,0,0,0,4544,0,2,0,3641,11
8,9,9,6,12,18,0,0,0,6512,435,785,1015,2472,12
11,11,12,6,12,18,0,0,0,2521,7,633,1807,541,13
9,10,10,5,11,17,0,0,0,12258,43,1785,275,526,18
7,11,13,5,11,17,0,0,0,5975,138,328,5,3577,36
14,14,14,4,10,17,0,0,0,980,289,98,62,605,14
0,10,12,0,5,10,0,0,0,27425,2590,531,37,9872,13
0,10,10,0,3,6,0,0,0,27425,2590,531,37,9872,17
3,4,11,3,10,16,6,13,19,5758,2,1169,1943,2209,46
0,0,14,0,0,3,0,0,0,699,0,90,34,23,130
14,18,31,6,12,19,7,13,20,93312,496,10075,396,1552,105
21,27,31,5,12,19,7,13,19,95170,8068,4826,657,3630,80
2,2,2,5,11,18,0,0,0,1918,28,934,2125,930,11
3,7,8,5,11,18,0,0,0,495,6,2,0,204,13
0,0,12,0,0,2,0,0,0,245,0,41,20,5,93
12,19,25,5,11,18,0,0,0,325505,14513,20359,311,2148,68
4,20,31,5,11,18,70,134,200,647,84,370,338,346,782
3,4,9,4,11,17,0,0,0,7209,2295,355,284,1155,13
22,39,53,5,12,18,6,13,19,82931,121,8763,875,1841,200
30,45,58,5,11,18,0,0,0,82931,121,8763,875,1841,161
0,7,11,0,3,9,0,0,0,11488,9492,1147,572,785,20
7,12,14,5,12,19,6,13,19,325,3,72,66,235,79
18,28,34,5,11,18,0,0,0,97303,1576,26429,615,20977,126
5,6,7,5,11,18,0,0,0,4239,0,407,211,3210,11
6,11,12,4,11,17,0,0,0,66,145,31,1,6,15
6,7,7,4,11,17,0,0,0,42,3,10,23,12,25
5,10,14,6,12,19,0,0,0,25900,1404,1003,354,552,20
9,15,18,6,12,19,0,0,0,8149,74,1223,1047,320,78
7,8,8,5,12,18,0,0,0,20915,6165,1549,977,5409,12
15,26,37,6,13,20,13,25,39,95170,8068,4826,657,3630,79
13,15,17,6,12,19,0,0,0,8149,74,1223,1047,320,27
11,22,29,6,13,19,0,0,0,138783,711,8161,290,1434,47
15,22,30,6,12,19,0,0,0,11345,36,1991,1768,125,63
8,15,17,5,12,18,13,25,39,5678,119,471,0,2393,70
11,16,17,5,12,18,0,0,0,54741,303,2240,401,2090,66
10,14,21,3,10,17,6,13,19,113,0,7,0,92,85
4,10,12,2,9,16,0,0,0,20915,6165,1549,977,5409,33
10,18,21,6,13,19,0,0,0,78,10,34,138,25,50
14,19,22,4,11,17,0,0,0,95170,8068,4826,657,3630,30
22,33,42,4,11,17,7,13,20,74173,3552,3052,155,1800,102
5,8,12,4,11,17,6,13,19,89707,15817,14341,1551,2667,144
2,2,2,5,12,18,0,0,0,15835,2395,1406,387,263,13
21,29,36,5,12,17,13,26,40,95170,8068,4826,657,3630,78
13,25,36,4,11,17,28,52,80,41348,6137,3497,446,2269,155
12,14,16,6,13,18,0,0,0,95170,8068,4826,657,3630,60
19,30,41,5,12,18,21,42,60,7141,7,514,41,156,156
26,38,45,5,12,17,0,0,0,7997,26,569,124,235,62
8,9,11,5,12,17,0,0,0,54741,303,2240,401,2090,35
14,19,22,5,12,17,0,0,0,15835,2395,1406,387,263,42
9,14,15,4,11,17,0,0,0,41348,6137,3497,446,2269,56
16,29,41,4,11,16,0,0,0,543,15,366,387,286,98
2,2,5,5,12,18,0,0,0,6778,1756,764,45,1532,12
18,28,34,5,12,17,0,0,0,41464,162,4975,196,704,81
7,9,15,4,11,17,0,0,0,1765,16,214,155,1182,27
19,26,31,4,11,17,7,13,20,147417,29039,12137,397,1404,411
2,5,9,3,10,15,0,0,0,4041,3425,348,179,324,15
0,6,9,0,6,12,0,0,0,24114,2653,1611,1117,10557,15
4,7,9,6,12,19,7,13,20,16387,4852,2813,588,4178,130
16,28,30,6,12,18,0,0,3,97303,1576,26429,615,20977,74
26,38,46,6,11,18,7,14,20,147417,29039,12137,397,1404,312
2,3,5,3,10,15,0,0,0,1100,274,197,181,602,65
0,17,29,0,7,12,0,0,0,543,15,366,387,286,145
22,26,29,7,13,19,0,0,0,3624,5,199,33,48,107
8,16,28,7,12,19,14,26,40,41348,6137,3497,446,2269,118
24,32,49,6,12,19,18,39,60,1153,1,118,36,36,369
18,28,42,6,11,18,6,13,20,1153,1,118,36,36,300
0,4,4,0,5,11,0,0,0,8157,722,1456,890,864,11
17,23,27,5,11,18,0,0,0,8010,26,573,124,236,113
14,28,32,5,11,18,0,0,0,325505,14513,20359,311,2148,58
2,7,8,1,7,14,0,0,0,38871,743,696,515,25958,11
23,42,52,5,6,6,0,0,0,4474,48,409,161,60,99
21,25,33,5,11,17,0,0,0,4474,48,409,161,60,85
16,22,24,5,11,18,13,27,40,163194,2959,8726,1131,2273,102
18,23,31,4,11,17,0,0,0,8221,2,603,42,107,104
10,21,26,4,11,17,0,0,0,1011,2,116,188,498,53
12,27,34,4,11,17,7,13,21,112234,762,9194,907,3275,711
11,19,22,4,10,17,0,0,0,8221,2,603,42,107,61
7,12,28,3,9,15,7,14,21,1765,16,214,155,1182,150
10,18,28,1,7,13,6,13,20,25900,1404,1003,354,552,73
5,8,9,1,7,13,6,13,20,25900,1404,1003,354,552,62
6,9,11,1,7,13,0,0,0,25900,1404,1003,354,552,19
5,8,9,1,7,13,0,0,0,25900,1404,1003,354,552,13
21,28,31,4,11,18,0,0,0,79247,379,1791,1438,1328,101
6,8,11,4,11,18,0,0,0,76527,214,1784,926,2152,27
12,20,24,6,12,19,0,0,0,4764,8,1145,903,81,93
4,8,9,5,11,18,0,0,0,90231,1582,2403,937,274,13
18,23,27,5,11,18,0,0,0,13128,69,1543,96,528,64
18,24,36,4,11,18,7,14,20,4134,3,321,35,62,307
17,24,39,4,10,17,0,0,0,4134,3,321,35,62,114
17,23,26,5,11,18,0,0,0,325505,14513,20359,311,2148,50
0,7,7,0,3,10,0,0,0,38871,743,696,515,25958,15
13,16,19,5,12,19,0,0,0,8012,26,573,124,236,139
6,7,9,1,8,15,0,0,0,32911,3173,941,331,297,31
0,6,6,0,6,12,0,0,0,4522,221,218,111,3388,12
9,18,19,7,14,20,7,14,20,7490,63,1819,521,231,290
15,22,25,6,13,19,7,13,19,217898,11753,11736,183,2468,110
13,19,22,6,13,19,0,0,0,217898,11753,11736,183,2468,48
13,28,29,6,12,19,7,13,21,8012,26,573,124,236,117
12,17,22,6,12,19,0,0,0,97303,1576,26430,615,20977,67
22,34,39,5,12,16,0,0,0,4884,0,385,39,82,63
4,4,5,5,12,18,0,0,0,3257,87,436,211,1419,11
11,19,20,5,12,18,0,0,0,4884,0,385,39,82,77
3,3,4,6,13,19,0,0,0,5951,106,218,41,4452,13
5,8,14,6,13,19,0,0,0,68863,1738,2930,340,2761,30
22,29,34,5,12,18,0,0,0,86567,286,14567,190,3012,106
20,26,30,5,12,18,14,26,40,9901,138,671,135,144,245
12,16,19,5,12,18,0,0,0,11357,36,1992,1768,125,134
18,18,18,5,11,17,0,0,0,52,0,0,0,5,34
3,6,6,1,8,15,0,0,0,106,7,53,33,26,13
4,6,7,1,8,15,0,0,0,25900,1404,1003,354,552,14
3,6,7,1,8,15,0,0,0,25900,1404,1003,354,552,15
0,12,16,0,4,11,0,0,0,3774,145,1267,1798,2092,37
13,21,26,7,13,20,7,13,19,70709,1915,4187,300,869,145
5,12,14,4,11,17,7,13,20,9524,1455,1156,1630,5971,87
5,7,8,4,10,17,0,0,0,4023,20,283,484,198,30
7,9,10,3,9,15,0,0,0,4023,20,283,484,198,32
12,16,21,6,12,19,7,13,19,74173,3552,3052,155,1800,118
6,7,9,6,12,18,0,0,0,94909,24747,3053,949,1864,30
7,9,10,5,12,18,0,0,0,94909,24747,3053,949,1864,29
5,6,7,5,11,18,0,0,0,94909,24747,3053,949,1864,22
7,10,10,5,11,17,0,0,0,94909,24747,3053,949,1864,24
19,30,39,5,12,18,0,0,0,766,9,138,40,33,84
12,20,29,5,11,18,7,13,19,766,9,138,40,33,171
4,21,23,3,9,16,21,40,58,429,129,63,1,165,130
4,5,5,5,12,18,0,0,0,1872,12,265,300,710,11
2,10,12,2,9,15,0,0,0,7209,2295,355,284,1155,14
2,2,4,2,8,15,0,0,0,6065,6194,485,24,1404,24
10,12,14,1,8,14,6,12,19,3782,233,202,24,2930,79
2,2,3,4,10,17,0,0,0,1420,1541,163,190,785,11
2,2,3,6,12,19,0,0,0,3851,628,214,218,879,12
3,4,4,4,10,17,0,0,0,14439,55,1168,687,283,11
12,20,26,5,12,18,0,0,0,109470,548,6100,283,894,74
15,20,28,5,12,18,7,13,20,109470,548,6100,283,894,139
3,4,5,5,12,18,0,0,0,5056,4036,568,103,635,11
11,17,20,5,11,18,0,0,0,89707,15817,14343,1551,2667,109
21,28,34,5,11,18,6,13,19,93204,482,19946,1605,4426,142
4,5,5,3,9,16,0,0,0,1886,0,175,110,1001,15
0,2,2,0,6,13,0,0,0,3426,10,439,243,1355,11
5,6,7,5,12,18,0,0,0,61,0,0,0,6,13
7,12,15,4,11,18,0,0,0,620,9,122,0,162,55
15,17,21,5,12,18,0,0,0,93204,482,19946,1605,4426,92
3,3,3,5,12,18,0,0,0,15017,477,1654,660,6728,12
0,5,5,0,4,10,0,0,0,663,488,247,16,428,11
3,3,4,4,10,17,0,0,0,25490,3,840,215,542,16
2,2,3,0,7,13,0,0,0,845,8,73,244,17,114
15,26,32,6,12,19,0,0,0,1034,20,173,90,87,92
6,8,11,6,12,19,0,0,0,76527,214,1784,926,2152,27
6,8,10,5,12,18,0,0,0,527,0,10,21,245,13
4,8,12,4,11,17,0,0,0,34836,1564,2093,312,2843,27
3,3,6,4,10,17,0,0,0,34836,1564,2093,312,2843,12
5,10,16,4,10,17,0,0,0,76527,214,1784,926,2152,35
0,2,4,0,6,13,0,0,0,25490,3,840,215,542,16
0,2,3,0,5,12,0,0,0,387,3,147,180,26,14
12,24,30,5,12,15,0,0,0,318,0,36,53,6,55
17,31,38,5,11,18,0,0,0,318,0,36,53,6,98
7,8,8,6,13,19,0,0,0,4674,194,411,473,3464,13
2,4,6,2,9,15,0,0,0,55,5,15,7,50,12
11,13,17,6,13,19,0,0,0,562,19,71,1,10,46
3,5,5,2,9,15,0,0,0,89707,15817,14343,1551,2667,75
15,22,25,6,12,19,7,13,20,96511,2674,9416,552,1830,209
27,28,30,5,12,18,0,0,0,219,9,46,0,14,84
13,22,24,5,11,18,0,0,0,280,1,67,73,5,98
7,13,16,5,11,18,7,13,20,280,1,67,73,5,135
19,26,30,5,11,18,14,26,40,106420,6034,18079,537,3653,203
9,16,18,6,12,18,0,0,0,41348,6137,3497,446,2269,53
6,8,10,4,11,17,0,0,0,1178,69,462,713,366,16
7,10,15,6,12,18,0,0,0,16387,4852,2814,588,4178,22
9,12,15,5,11,17,0,0,0,11488,9492,1147,572,785,23
0,3,3,0,6,13,0,0,0,1362,556,335,551,74,13
12,15,15,6,13,19,0,0,0,5057,51,140,224,2582,23
11,13,23,5,12,18,0,0,0,79247,379,1791,1438,1328,143
15,23,33,5,11,17,0,0,0,97303,1576,26430,615,20977,163
6,8,10,3,10,16,0,0,0,76527,214,1784,926,2152,26
5,9,10,3,9,16,0,0,0,16387,4852,2814,588,4178,19
7,8,11,6,12,18,0,0,0,42823,901,2147,422,2970,20
7,7,10,5,12,18,0,0,0,42823,901,2147,422,2970,18
6,7,8,5,11,17,0,0,0,16387,4852,2814,588,4178,12
0,0,0,0,0,0,0,0,0,25490,3,840,215,542,11
5,7,7,5,12,18,0,0,0,12603,4750,667,360,630,14
8,10,11,5,11,17,0,0,0,16387,4852,2814,588,4178,18
14,18,26,5,12,18,12,26,39,106420,6034,18079,537,3653,136
5,7,9,5,12,18,0,0,0,1909,0,2,0,435,12
4,5,5,5,12,18,0,0,0,25900,1404,1003,354,552,14
5,7,7,5,12,18,0,0,0,25900,1404,1003,354,552,22
5,7,10,4,10,16,0,0,0,42823,901,2147,422,2970,22
12,13,20,6,12,18,0,0,0,148252,1200,13869,488,3518,62
10,13,18,4,11,17,0,0,0,148252,1200,13869,488,3518,60
4,8,15,1,7,13,7,14,20,38871,743,696,515,25958,87
9,24,33,5,12,18,7,13,22,112234,762,9194,907,3275,380
3,4,8,5,11,18,0,0,0,3703,777,230,131,778,16
11,19,29,4,10,17,6,13,21,9355,2516,265,3,2027,232
4,8,23,3,10,16,6,13,20,2252,155,132,48,1686,95
20,20,21,5,11,18,0,0,0,2751,0,2,0,1726,28
10,11,11,4,10,17,0,0,0,172,4,23,50,86,14
2,3,3,4,10,16,0,0,0,72,7,60,14,2,60
0,0,2,0,0,1,0,0,0,12999,2353,1010,213,1095,12
4,6,6,6,12,18,0,0,0,8960,1383,662,89,1060,11
5,17,25,5,11,17,7,14,24,89707,15817,14343,1551,2667,311
4,15,24,4,10,16,0,0,0,357,0,333,562,11,83
6,7,7,6,12,19,0,0,0,27425,2590,531,37,9872,13
9,9,10,4,10,17,0,0,0,1872,12,265,300,710,13
3,4,5,2,8,14,0,0,0,87449,1769,1237,718,3870,12
0,3,4,0,0,6,0,0,0,38871,743,696,515,25958,15
4,4,4,5,11,18,0,0,0,1790,40,261,158,83,40
8,9,11,5,11,17,0,0,0,5387,0,4,0,3729,14
0,0,4,0,0,5,0,0,0,15017,477,1654,660,6728,18
6,9,10,5,11,17,0,0,0,1872,12,265,300,710,15
0,3,3,0,5,12,0,0,0,25900,1404,1003,354,552,23
27,29,29,6,12,18,0,0,0,205,0,0,0,10,59
8,14,16,3,9,16,0,0,0,93312,496,10075,396,1552,59
0,0,3,0,0,5,0,0,0,12159,945,958,696,1228,104
9,11,11,6,12,17,0,0,0,1890,1,1,0,1403,15
4,7,12,5,11,17,0,0,0,447,526,73,29,423,13
16,23,29,5,11,15,9,22,29,86567,286,14567,190,3012,110
12,18,22,6,12,17,10,24,27,43064,1582,4230,412,1060,172
5,7,8,5,11,16,0,0,0,1890,1,1,0,1403,13
8,17,26,6,12,16,12,25,26,93204,482,19946,1605,4426,191
12,15,16,6,12,16,13,25,25,93204,482,19946,1605,4426,119
7,19,26,6,12,16,13,26,26,1726,5,206,20,42,138
11,21,29,5,11,15,12,26,26,97303,1576,26430,615,20977,129
8,11,13,5,10,15,0,0,0,1651,0,286,34,77,27
4,14,14,4,10,15,0,0,0,2253,5,134,59,153,15
9,19,30,3,10,14,0,0,0,5271,21,347,431,102,81
0,12,20,0,5,10,0,0,0,5271,21,347,431,102,64
5,5,5,6,11,15,0,0,0,2576,0,3,0,770,11
6,6,6,4,9,14,0,0,0,1872,12,265,300,710,15
5,9,11,1,7,11,12,26,26,109879,4376,10372,1581,1943,118
11,14,19,5,11,14,0,0,0,312,0,45,96,22,53
13,17,21,5,11,14,13,17,17,78198,739,5048,291,864,145
13,25,25,4,10,14,0,0,0,8012,26,573,124,236,176
10,17,18,4,10,14,0,0,0,8012,26,573,124,236,145
9,13,16,5,11,14,12,12,12,111719,177,4316,683,2355,136
16,25,36,5,11,14,0,0,0,6538,113,1604,2527,101,125
22,34,44,5,11,14,0,0,0,47,7,41,14,8,142
4,8,10,4,10,12,0,0,0,519,165,77,34,158,12
9,10,11,4,11,14,0,0,0,295,2,13,27,4,21
11,14,21,4,10,13,0,0,0,295,2,13,27,4,63
24,33,40,4,10,13,22,22,22,23821,118,3295,1189,306,202
